,专业本科,专业研究生,专业类别,基层工作最低年限,学位要求,学历要求,序号,招录人数,招录机关,招考对象,政治面貌,用人单位(部门),职位代码,职位名称,职位简介,其他条件,备注,gsr_f,gsr_f_no,gsr_m,gsr_m_no,job_no
322,公共管理类 ,公共管理类 ,综合管理,二年,学士,本科及以上,323,1,徐汇区,具有两年以上基层工作经历的人员,不限,凌云街道,2010323,社区管理办公室一级科员,从事市政建设、市容管理、环境保护、住宅小区综合治理、食品安全、河道治理等工作,,需要夜班值守 ,False,0,False,0,1
323,不限 ,不限 ,综合管理,二年,学士,本科及以上,324,2,徐汇区,具有两年以上基层工作经历的人员,不限,漕河泾街道,2010324,平安办一级科员,从事辖区内社区治安综合管理、平安建设、安全生产、信访接待、社区稳控等工作,具有较强的沟通能力、抗压能力和化解矛盾的能力；具有较强的应急处置能力；服从统一分配,中共党员优先，能够适应出差和经常加值班 ,False,0,False,0,2
324,"管理学,法学,文学  ",不限 ,综合管理,二年,学士,本科及以上,325,1,徐汇区,具有两年以上基层工作经历的人员,中共党员,华泾镇,2010325,办公室一级科员,从事办公室综合管理、文字写作、协调等工作,具有较强的语言文字写作能力，良好的沟通组织协调能力。,乡镇公务员职位 ,False,0,False,0,1
325,法学 ,"刑法学,诉讼法学 ",政法,二年,学士,本科及以上,326,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委监委,2010326,审理室二级主任科员及以下,审理受党纪政纪处理的案件，负责职务犯罪案件的移送起诉。,1.具有较强的语言表达能力和组织协调能力；2.有司法、纪检工作经历优先。,,False,0,False,0,1
326,"经济学,会计学,财务管理  ","政治经济学,建筑学类,土木工程类 ",综合管理,二年,学士,本科及以上,327,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委监委,2010327,监督检查室二级主任科员及以下,依纪依法监察检查。,1.具有较强的语言表达能力和组织协调能力；2.有司法、纪检工作经历优先。,本科阶段所学专业为建筑环境与能源应用工程亦可。 ,False,0,False,0,1
327,"审计学,会计学,金融学  ","会计学,金融学 ",综合管理,二年,学士,本科及以上,328,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委监委,2010328,监督检查室二级主任科员及以下,依纪依法监察检查。,1.具有较强的语言表达能力和组织协调能力；2.有司法、纪检工作经历优先。,本科和研究生阶段所学专业为财务管理亦可。 ,False,0,False,0,1
328,法学 ,"刑法学,诉讼法学 ",政法,二年,学士,本科及以上,329,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委监委,2010329,审查调查室二级主任科员及以下,执纪审查、依法调查处置。,1.具有较强的语言表达能力和组织协调能力；2.有司法、纪检工作经历优先。,,False,0,False,0,1
329,法学 ,"刑法学,诉讼法学 ",政法,二年,学士,本科及以上,330,1,长宁区,具有两年以上基层工作经历的人员,中共党员,纪委监委,2010330,审查调查室二级主任科员及以下,执纪审查、依法调查处置。,1.具有较强的语言表达能力和组织协调能力；2.有司法、纪检工作经历优先。,,False,0,False,0,1
330,"法学,汉语言文学,行政管理  ",,综合管理,二年,学士,本科,331,1,长宁区,具有两年以上基层工作经历的人员,群众,民主党派机关,2010331,一级科员,协助党派机关办公室做好各项日常工作,具有一定的沟通协调能力和文字表达能力。,,False,0,False,0,1
331,,管理学 ,综合管理,二年,硕士,硕士研究生及以上,332,1,长宁区,具有两年以上基层工作经历的人员,中共党员,区府办,2010332,二级主任科员及以下,从事互联网+政务服务相关工作,1.具有较强的语言表达能力和组织协调能力；2.具有全国计算机二级水平证书；3.具备较强文字功底；有政务服务相关工作经验。,,False,0,False,0,1
332,,"法学,管理学 ",综合管理,二年,硕士,硕士研究生及以上,333,1,长宁区,具有两年以上基层工作经历的人员,中共党员,区府办,2010333,二级主任科员及以下,从事政务服务或综合管理协调工作,具有较强的语言文字表达能力和组织协调能力。,,False,0,False,0,1
333,,经济学 ,财经管理,二年,硕士,硕士研究生及以上,334,1,长宁区,具有两年以上基层工作经历的人员,不限,发改委,2010334,产业发展科二级主任科员及以下,从事组织和研究区域产业发展战略、拟订综合性产业政策等工作。,熟悉国家及本市产业政策，具有较强的文字综合能力，具有从事产业发展研究等方面的工作经历。,,False,0,False,0,1
334,,"经济学,管理科学与工程,公共管理类 ",财经管理,二年,硕士,硕士研究生及以上,335,1,长宁区,具有两年以上基层工作经历的人员,不限,发改委,2010335,社会发展科二级主任科员及以下,从事组织推进节能减排、以及协调平衡社会事业领域等方面工作。,熟悉国家及本市社会事业领域发展、节能工作等相关政策、制度，有较强的政策研究和协调管理能力，具有从事社会事业、节能减排等方面的工作经历。,,False,0,False,0,1
335,,经济学 ,财经管理,二年,硕士,硕士研究生及以上,336,1,长宁区,具有两年以上基层工作经历的人员,不限,发改委,2010336,综合改革科二级主任科员及以下,从事统筹平衡经济领域综合改革、区域经济发展政策等工作。,熟悉国家及本市综合改革、扩大开放及相关领域政策、制度，有较强的政策研究和组织协调能力，具有从事经济改革工作经历。,,False,0,False,0,1
336,"教育学类,法学类,机械工程  ","教育学类,宪法学与行政法学,机械工程类 ",综合管理,二年,学士,本科及以上,337,1,长宁区,具有两年以上基层工作经历的人员,中共党员,教育局,2010337,人事科二级主任科员及以下,从事人事信息系统管理、教师培训等工作,1.具有较强的语言文字表达和协调沟通能力；2.需具备2年以上教育教学工作经历；3.需具有教师资格证书；4.需适应加班。,,False,0,False,0,1
337,社会学类 ,不限 ,综合管理,二年,学士,本科及以上,338,1,长宁区,具有两年以上基层工作经历的人员,不限,教育局,2010338,法规科（行政审批服务科）二级主任科员及以下,从事教育系统安全管理工作、教育局行政执法工作。,1.具有较强的语言文字表达和协调沟通能力；2.具有2年以上教育安全管理工作经历；3.持有上海市教育管理方面的行政执法证、上海市食品卫生管理员证书、上海市危险化学品管理员证书的优先考虑；4.需适应加班。,,False,0,False,0,1
338,"中国语言文学类,法学类,社会学类  ","中国语言文学类,法学类,社会学类 ",综合管理,二年,学士,本科及以上,339,1,长宁区,具有两年以上基层工作经历的人员,不限,民政局,2010339,办公室二级主任科员及以下,从事办公室综合管理、文稿起草、政策调研等工作。,1.具有较好的语言文字水平和调研能力；2.中共党员优先。,本科和研究生阶段所学专业为管理学亦可。 ,False,0,False,0,1
339,"财政学,会计学 ",,财经管理,二年,学士,本科,340,1,长宁区,具有两年以上基层工作经历的人员,不限,财政局,2010340,一级科员,财政预算管理,1.具有较强的文字写作能力和综合协调能力；2.从事过财政、会计等相关专业工作或具有会计师、经济师中级职称者优先。,,False,0,False,0,1
340,"工程造价,工程管理 ",,城市建设管理,二年,学士,本科,341,1,长宁区,具有两年以上基层工作经历的人员,不限,财政局,2010341,一级科员,基本建设项目资金管理,1.具有较强的文字写作能力和综合协调能力；2.具有工程管理和工程项目投资控制相关工作经验，熟悉工程建设程序，具有建造师或造价工程师执业资格证书者优先。,,False,0,False,0,1
341,"城乡规划,建筑学 ","城市规划与设计,建筑学类 ",城市建设管理,二年,学士,本科及以上,342,1,长宁区,具有两年以上基层工作经历的人员,不限,规划和自然资源局,2010342,规划管理科二级主任科员及以下,从事本区域内规划管理工作,1.具有相关城市规划、建筑设计等相关2年及以上工作经验，熟悉城市规划；2.具有较强的文字写作能力和综合协调能力。,,False,0,False,0,1
342,"环境科学与工程类,电气类,通信工程  ","环境科学与工程类,电气工程类,信息与通信工程类 ",综合管理,二年,学士,本科及以上,343,1,长宁区,具有两年以上基层工作经历的人员,不限,生态环境局,2010343,大气与水环境管理科二级主任科员及以下,从事区域大气、水环境及相关污染源日常监督管理及相关信息系统使用,1.具有较强的语言文字表达能力和组织协调能力；2.有从事投资促进工作经历者优先。,,False,0,False,0,1
343,"临床医学,预防医学 ","临床医学类,公共卫生与预防医学类 ",综合管理,二年,学士,本科及以上,344,1,长宁区,具有两年以上基层工作经历的人员,不限,卫健委,2010344,二级主任科员及以下,负责医疗、疾病预防控制业务管理工作,1.具有较强的文字写作能力和综合协调能力；2.要求有3年以上的医疗或疾病预防相关工作经历。,,False,0,False,0,1
344,"财务管理,会计学 ",,财经管理,二年,学士,本科,345,1,长宁区,具有两年以上基层工作经历的人员,不限,审计局,2010345,一级科员,从事审计相关工作,1、具有审计、会计或财务管理等工作经历，熟悉计算机操作；2、有会计事务所工作经验者优先；3.需到建设工地现场勘察、加班完成相关审计工作。,,False,0,False,0,1
345,"统计学,经济学,数学与应用数学  ","经济学,数学类,计算机科学与技术类 ",财经管理,二年,学士,本科及以上,346,1,长宁区,具有两年以上基层工作经历的人员,不限,统计局,2010346,二级主任科员及以下,从事统计调查，负责对国民经济和社会发展情况进行统计分析和统计管理,1、具有较强文字写作水平、统计分析和数据处理能力；2、具有统计工作经历者优先。,,False,0,False,0,1
346,"哲学,法学,政治学与行政学  ","哲学,法学,中国语言文学类 ",综合管理,二年,学士,本科及以上,347,1,长宁区,具有两年以上基层工作经历的人员,中共党员,绿化市容局,2010347,办公室二级主任科员及以下,从事文件材料起草，编发信息简报等文秘工作,具有较强的调研和文字能力，组织计划和综合协调能力。,,False,0,False,0,1
347,"城乡规划,园林 ",,城市建设管理,二年,学士,本科,348,1,长宁区,具有两年以上基层工作经历的人员,不限,绿化市容局,2010348,园林绿化管理科一级科员,从事城区绿化建设管理等工作,有一定的组织计划和综合协调能力。,,False,0,False,0,1
348,"环境科学与工程,环境工程,环境科学  ",,综合管理,二年,学士,本科,349,1,长宁区,具有两年以上基层工作经历的人员,不限,绿化市容局,2010349,环境卫生管理科一级科员,从事城区环境卫生管理等工作,有一定的组织计划和综合协调能力、依法行政能力。,本科阶段所学专业为环境生态工程专业亦可。 ,False,0,False,0,1
349,"建筑学,物业管理,法学  ","建筑学类,法学 ",城市建设管理,二年,学士,本科及以上,350,1,长宁区,具有两年以上基层工作经历的人员,中共党员,房管局,2010350,房屋修缮和安全监督科（城市更新和历史建筑保护科）二级主任科员及以下,负责房屋使用安全监督管理；老旧住房巡查排查和隐患处置工作；编制本区旧住房修缮改造规划和年度实施计划，指导本区各类房屋的修缮改造工作，推进城市更新和既有房屋的功能完善；开展优秀历史保护建筑的日常保护巡查管理及修缮；上述工作内容的相关法律政策事务。,1、能够用沪语交流对接社区工作；2、能够使用自行车等代步工具开展建设工地巡视；3、身体健康，能够参加夜间防汛防台值班和室外勘察、登高；4、有较强的文字处理能力和组织协调能力；5、法学专业取得国家法律职业资格证书者优先,,False,0,False,0,1
350,"公共关系学,数学与应用数学,经济学类  ",,综合管理,二年,学士,本科,351,1,长宁区,具有两年以上基层工作经历的人员,不限,金融办,2010351,综合科一级科员,从事本区招商引资、企业服务及行政管理工作,1.具有较强的语言文字表达能力和组织协调能力；2.有从事投资促进工作经历者优先。,本科阶段所学专业为金融学类专业亦可。 ,False,0,False,0,1
351,"医学,法学,管理学  ",,综合管理,二年,学士,本科,352,1,长宁区,具有两年以上基层工作经历的人员,不限,医疗保障局,2010352,一级科员,从事医疗保险监督检查执法工作,1.具有较强语言表达和协调能力；2.能适应外出检查工作和单位安排的加值班；3.具有相关工作经验者优先考虑,,False,0,False,0,1
352,"建筑学,土木工程,城乡规划  ","建筑学类,土木工程类,城市规划与设计 ",城市建设管理,二年,学士,本科及以上,353,2,长宁区,具有两年以上基层工作经历的人员,不限,华阳路街道,2010353,社区管理办二级主任科员及以下,从事社区综合管理工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,,False,0,False,0,2
353,"计算机类,机械类,化学工程与工艺  ","计算机科学与技术类,机械工程类,化学工程与技术类 ",综合管理,二年,学士,本科及以上,354,2,长宁区,具有两年以上基层工作经历的人员,不限,华阳路街道,2010354,社区平安办二级主任科员及以下,从事社区公共平安、信访接待工作,1、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；2、需要阶段性的值班和加班；3、有一定的文字处理表达能力和组织协调能力，能承受较重的工作压力。,本科和研究生阶段所学专业为生物专业的亦可。 ,False,0,False,0,2
354,"会计学,经济学,管理学  ","会计学,经济学,管理学 ",财经管理,二年,学士,本科及以上,355,1,长宁区,具有两年以上基层工作经历的人员,中共党员,华阳路街道,2010355,党政办二级主任科员及以下,从事财务管理工作,1、具有财务会计工作经验；2、具备良好的服务意识和群众意识，具备深入社区开展群众工作的能力；3、需要阶段性的值班和加班；4、有一定的文字处理表达能力和组织协调能力。,,False,0,False,0,1
355,"管理学,法学,文学  ","管理学,法学,文学 ",综合管理,二年,学士,本科及以上,356,2,长宁区,具有两年以上基层工作经历的人员,不限,程家桥街道,2010356,党政办二级主任科员及以下,文件流转、固定资产管理等,1、具备较强的语言文字表达和组织协调能力；2、需要阶段性的值班和加班。3、中共党员优先。,,False,0,False,0,2
356,"管理学,工学,文学  ","管理学,工学,文学 ",综合管理,二年,学士,本科及以上,357,1,长宁区,具有两年以上基层工作经历的人员,不限,程家桥街道,2010357,社区服务办二级主任科员及以下,社会保障、社区体育、社区文化等,1、具备较强的语言文字表达和组织协调能力；2、需要阶段性的值班和加班。,,False,0,False,0,1
357,"经济学,管理学,理学  ","经济学,管理学,理学 ",综合管理,二年,学士,本科及以上,358,2,长宁区,具有两年以上基层工作经历的人员,不限,程家桥街道,2010358,社区发展办二级主任科员及以下,企业服务 社会组织服务,1、具备较强的语言文字表达和组织协调能力；2、需要阶段性的值班和加班。,,False,0,False,0,2
358,"行政管理,国际经济与贸易,中国语言文学类  ",,综合管理,二年,学士,本科,359,1,长宁区,具有两年以上基层工作经历的人员,不限,江苏路街道,2010359,党政办公室一级科员,履行机关党务和行政事务职能，负责统筹落实社区发展规划,1.具备较强的语言文字表达和组织协调能力；2.中共党员优先；3.有社区工作经验者优先。,本科阶段所学专业为法学的亦可。 ,False,0,False,0,1
359,"行政管理,环境科学与工程,社会工作  ",,综合管理,二年,学士,本科,360,1,长宁区,具有两年以上基层工作经历的人员,不限,江苏路街道,2010360,社区管理办公室一级科员,组织协调各类行政资源和专业资源推进网格化管理、住宅小区综合管理工作,1.具备较强的语言文字表达和组织协调能力；2.中共党员优先；3.有社区工作经验者优先。,,False,0,False,0,1
360,公共管理类 ,,综合管理,二年,学士,本科,361,1,长宁区,具有两年以上基层工作经历的人员,不限,新华路街道,2010361,党政办公室一级科员,从事公文管理、信息采编以及内部管理等相关工作。,1.具备较强的语言文字表达能力；2.综合素质好，有较强的组织协调能力；3.具有相关工作经验者优先。,,False,0,False,0,1
361,工商管理类 ,,综合管理,二年,学士,本科,362,1,长宁区,具有两年以上基层工作经历的人员,不限,新华路街道,2010362,社区发展办公室一级科员,从事社会治理、企业服务、培育社会组织等相关工作。,1.具备较强的语言文字表达能力；2.综合素质好，有较好的业务水平、较强的沟通协调能力3.具有相关工作经验的优先。,,False,0,False,0,1
362,公共管理类 ,,综合管理,二年,学士,本科,363,1,长宁区,具有两年以上基层工作经历的人员,不限,新华路街道,2010363,社区服务办公室一级科员,从事社区文化、体育、科普、社区教育等工作。,1.具备较强的语言文字表达能力；2.综合素质好，有较好的业务水平、较强的沟通协调能力；3.具有相关工作经验的优先。,,False,0,False,0,1
363,公共管理类 ,,综合管理,二年,学士,本科,364,1,长宁区,具有两年以上基层工作经历的人员,不限,新华路街道,2010364,社区管理办公室一级科员,从事辖区内城市管理、爱国卫生等相关工作。,1.具备较强的语言文字表达能力；2.综合素质好，有较好的业务水平、较强的沟通协调能力；3.具有相关工作经验的优先。,,False,0,False,0,1
364,"文学,哲学,管理学  ","法学,工学,管理学 ",综合管理,二年,学士,本科及以上,365,1,长宁区,具有两年以上基层工作经历的人员,中共党员,周家桥街道,2010365,社区党建办公室二级主任科员及以下,从事党建和党群工作,1. 具有党建及宣传方面工作经历者优先； 2. 具备较强的语言文字表达和组织协调能力；3. 需要阶段性加班。,本科阶段所学专业为艺术学的亦可。 ,False,0,False,0,1
365,"经济学,管理学,理学  ","经济学,管理学,哲学 ",综合管理,二年,学士,本科及以上,366,1,长宁区,具有两年以上基层工作经历的人员,不限,周家桥街道,2010366,社区发展办公室二级主任科员及以下,从事服务企业、服务经济工作,1. 具有服务企业工作经验者优先； 2. 具备较强的语言文字表达和组织协调能力；3. 需要阶段性加班。,,False,0,False,0,1
366,"中国语言文学类,新闻传播学类,物流管理与工程类  ",,综合管理,二年,学士,本科,367,1,长宁区,具有两年以上基层工作经历的人员,不限,北新泾街道,2010367,党政办公室一级科员,从事机关内部管理、信息化建设工作。,1.具有较强的文字表达、沟通协调能力；2.熟悉计算机操作；3.工作认真细致，责任心强。,本科阶段所学专业为会计学、法学的亦可 ,False,0,False,0,1
367,"财政学,金融学 ",,综合管理,二年,学士,本科,368,1,长宁区,具有两年以上基层工作经历的人员,不限,新泾镇,2010368,办公室一级科员,负责财政相关工作,具有较强的语言文字表达和协调沟通能力。,,False,0,False,0,1
368,"图书情报与档案管理类,采购管理 ",,综合管理,二年,学士,本科,369,1,长宁区,具有两年以上基层工作经历的人员,不限,新泾镇,2010369,办公室一级科员,负责档案、后勤相关工作,具有较强的语言文字表达和协调沟通能力。,,False,0,False,0,1
369,"临床医学类,预防医学 ","临床医学类,公共卫生与预防医学类 ",卫生健康管理,二年,学士,本科及以上,370,1,长宁区,具有两年以上基层工作经历的人员,不限,卫健委,2010370,二级主任科员及以下,负责医疗、疾病预防控制业务管理工作,具有2年以上的医疗或疾病预防相关工作经历。,,False,0,False,0,1
370,"社会学,行政管理,财务管理  ","社会学,行政管理,社会保障 ",综合管理,二年,学士,本科及以上,371,1,长宁区,具有两年以上基层工作经历的人员,不限,残联,2010371,二级主任科员及以下,从事促进残疾预防，开展残疾人康复服务工作以及行政管理等工作。,具有较强的文字写作能力和综合协调能力。,本科阶段所学专业为康复治疗学、研究生阶段所学专业为康复医学与理疗学亦可。 ,False,0,False,0,1
371,,"新闻学,教育学 ",综合管理,二年,硕士,硕士研究生,372,1,普陀区,具有两年以上基层工作经历的人员,不限,宣传部,2010372,网信科一级科员,参与网络舆情、社会舆情以及社会思想反映等相关工作；协调网络安全保障体系建设。,有较强的政治责任心；有较强的文字表达、组织协调能力。,,False,0,False,0,1
372,"公共管理类,法学,电子商务类  ",不限 ,综合管理,二年,学士,本科及以上,373,1,普陀区,具有两年以上基层工作经历的人员,不限,区府办,2010373,行政审批制度改革科一级科员,从事组织指导、协调推进区行政审批制度改革工作。,限法学类法学专业。本科阶段必须符合专业要求，研究生阶段专业不限。具有较强的综合管理、组织协调、语言文字表达能力和计算机操作能力，工作责任心强，能吃苦耐劳。,,False,0,False,0,1
373,计算机类 ,不限 ,信息管理,二年,学士,本科及以上,374,1,普陀区,具有两年以上基层工作经历的人员,不限,区府办,2010374,电子政务科一级科员,从事协调推进区电子政务工作。,本科阶段必须符合专业要求，研究生阶段专业不限。有较好的系统分析、软件开发及大型数据库应用能力，并具有较强的语言文字表达能力、沟通协调能力和调研分析能力，工作责任心强，能吃苦耐劳。,具有信息化项目管理工作经验者、具有PMP项目管理师资质或CISA资格优先。 ,False,0,False,0,1
374,,"应用经济学类,公共管理类 ",财经管理,二年,硕士,硕士研究生,375,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,2010375,综合计划科一级科员,跟踪、分析区域经济社会运行情况。研究编制国民经济和社会发展五年规划、年度计划。参与区域发展各类课题研究工作等。,熟悉经济学、管理学的基本理论，具有较强的语言文字、统筹协调和调研分析能力。政治素质好。,,False,0,False,0,1
375,,"应用经济学类,公共管理类 ",综合管理,二年,硕士,硕士研究生,376,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,2010376,社会发展科 （信用推进科）一级科员,从事研究制定社会事业、社会保障、人口管理、社会信用体系等方面的规划和政策，协调有关领域管理工作。,熟悉社会事业管理、公共管理的基本理论，具有较强的语言文字、综合协调、数据分析等能力。政治素质好。,,False,0,False,0,1
376,"管理学,工学,理学  ",,综合管理,二年,学士,本科,377,1,普陀区,具有两年以上基层工作经历的人员,不限,发改委,2010377,综合价格科一级科员,贯彻执行价格法律、法规、规章和价格方针政策，承担行政事业收费管理，按权限制定调整商品和服务价格、成本调查和监审、价格监测预警、价格公共服务等价格行政管理职能。,熟悉商品和服务价格基本构成。具有较强的数字分析和文字综合能力，具有一定组织协调能力。政治素质好。,,False,0,False,0,1
377,"文学,理学,工学  ",不限 ,综合管理,二年,学士,本科及以上,378,1,普陀区,具有两年以上基层工作经历的人员,不限,教育局,2010378,基础教育科（德育科）一级科员,服务指导和协调管理本区学校德育、教育教学、招生、中高考改革、特教、教育信息化、体育、科技、艺术、劳动教育、健康教育、法治教育、语言文字等相关工作。,本科阶段必须符合专业要求，研究生阶段专业不限。具有教育相关基层工作经历。,,False,0,False,0,1
378,"哲学,教育学,文学  ",不限 ,综合管理,二年,学士,本科及以上,379,1,普陀区,具有两年以上基层工作经历的人员,中共党员,教育局,2010379,办公室（工作党委办公室）一级科员,综合协调区教育工作党委、区教育局重要政务、事务工作。牵头制定规划计划，协调推进对内对外教育合作交流，负责信息公开、机要、档案、保密等相关工作。,本科阶段必须符合专业要求，研究生阶段专业不限。具有教育相关基层工作经历。,,False,0,False,0,1
379,"工学,工商管理类 ",工学 ,综合管理,二年,不限,本科及以上,380,1,普陀区,具有两年以上基层工作经历的人员,不限,科委,2010380,科技创新科 一级科员,从事本区科技载体的管理和服务工作，推进本区创新创业活动的开展，指导协调本区科技创新、科技园区建设发展。,本科或研究生任一阶段专业符合要求即可。,熟悉科技产业相关工作的优先。 ,False,0,False,0,1
380,法学 ,不限 ,政法,二年,学士,本科及以上,381,2,普陀区,具有两年以上基层工作经历的人员,不限,司法局,2010381,司法所一级科员,从事社区矫正与安置帮教、法制宣传、人民调解、基层依法治理等工作。,限法学类法学专业。本科阶段必须符合专业要求，研究生阶段专业不限。熟悉法律法规及相关政策，具有较强的沟通协调和应急能力；具有较好的语言文字表达能力。,具有法律职业资格证书的优先。 ,False,0,False,0,2
381,,环境工程 ,城市建设管理,二年,硕士,硕士研究生,382,1,普陀区,具有两年以上基层工作经历的人员,不限,建管委,2010382,水务管理科一级科员,从事区域水务管理等城区规划管理工作。,具有相关工作经历和较强的综合协调能力、文字表达能力者优先。,,False,0,False,0,1
382,医学 ,"医学,社会医学与卫生事业管理 ",卫生健康管理,二年,学士,本科及以上,383,1,普陀区,具有两年以上基层工作经历的人员,不限,卫生健康委,2010383,医政医管科一级科员,从事本区域医疗机构、医疗服务行业的管理工作及各医疗业务条线的质控管理和考核工作。,本科或研究生任一阶段专业符合要求即可。,,False,0,False,0,1
383,"土木工程,工程造价,工程管理  ","土木工程类,结构工程 ",城市建设管理,二年,学士,本科及以上,384,1,普陀区,具有两年以上基层工作经历的人员,不限,审计局,2010384,固定资产投资审计科一级科员,从事固定资产投资审计工作。,本科或研究生任一阶段须符合专业要求即可。具有助理工程师或工程师职称，熟悉工程造价审核和工程财务决算，具有较强的组织协调能力、文字能力和计算机操作水平。,"同等条件下,具有会计师事务所、工程造价咨询公司工作经历者优先。 ",False,0,False,0,1
384,"经济学类,文学,管理学  ","经济学,文学,管理学 ",综合管理,二年,学士,本科及以上,385,1,普陀区,具有两年以上基层工作经历的人员,不限,市场监管局,2010385,办公室一级科员,起草撰写各类文稿，处理资产管理、会议筹办、联络接待、后勤服务等事务性工作。,本科或研究生任一阶段专业符合要求即可。有一定的公文写作能力和组织协调能力。,具有吃苦耐劳品质，能够胜任加班和出差任务，会上海方言者优先。 ,False,0,False,0,1
385,不限 ,不限 ,城市建设管理,二年,学士,本科及以上,386,1,普陀区,具有两年以上基层工作经历的人员,不限,房管局,2010386,物业管理科一级科员,从事辖区内居住房屋物业管理的监督管理工作。,熟悉房地产政策法规；有较强的文字、语言表达能力；有较强的组织协调和沟通能力。,,False,0,False,0,1
386,"经济学,管理学 ","经济学,管理学 ",财经管理,二年,学士,本科及以上,387,1,普陀区,具有两年以上基层工作经历的人员,不限,金融办,2010387,金融服务科一级科员,负责联络辖内各类金融机构，组建平台，组织活动，服务企业上市、融资等工作。,本科或研究生任一阶段符合专业要求即可。能熟练操作word\excel\power point等常用办公软件；有较强的语言沟通和和协调能力能力，有较强的活动策划组织能力。,有金融机构工作经验者优先。  ,False,0,False,0,1
387,不限 ,不限 ,综合管理,二年,不限,本科及以上,388,1,普陀区,具有两年以上基层工作经历的人员,不限,曹杨新村街道,2010388,社区自治办公室一级科员,从事基层政权建设、社会组织管理、居民自治等工作。,热爱社区工作，具有一定的沟通协调能力和化解矛盾的能力，工作责任心强。,有相关工作经历者优先。 ,False,0,False,0,1
388,不限 ,不限 ,综合管理,二年,学士,本科及以上,389,1,普陀区,具有两年以上基层工作经历的人员,不限,长风街道,2010389,社区管理办公室一级科员,从事市政管理，工程管理等机关工作。,具有协调能力和吃苦耐劳精神，工作细致耐心。,,False,0,False,0,1
389,不限 ,不限 ,综合管理,二年,学士,本科及以上,390,1,普陀区,具有两年以上基层工作经历的人员,中共党员,长风街道,2010390,社区党建办公室一级科员,从事居民区、区域化、“两新”等基层党建工作。,具备较高的文字功底，有较好的协调沟通能力和活动策划能力。,具有相关工作经验者优先。 ,False,0,False,0,1
390,"管理学,法学 ",不限 ,综合管理,二年,学士,本科及以上,391,1,普陀区,具有两年以上基层工作经历的人员,不限,真如镇街道,2010391,社区服务办公室一级科员,从事社区政务服务；指导社会组织参与社区治理等。,限法学类法学专业。本科阶段必须符合专业要求，研究生阶段专业不限。具有较强的组织协调能力和文字、语言表达能力。具有一定社区工作经验。,,False,0,False,0,1
391,不限 ,,财经管理,二年,不限,本科,392,1,普陀区,具有两年以上基层工作经历的人员,不限,桃浦镇,2010392,经济发展办公室,从事镇招商引资、企业服务等相关工作。,具有较强的沟通协调能力。,乡镇公务员职位 ,False,0,False,0,1
392,"法学类,公共管理类,财务管理  ",不限 ,综合管理,二年,学士,本科及以上,393,1,虹口区,具有两年以上基层工作经历的人员,中共党员,城市管理行政执法局,2010393,办公室一级科员,协助做好办公室日常事务、局与相关部门的联络协调等工作。,具有较强的组织计划与综合协调能力，具有较强的计算机应用能力，具有较好的调研和文字综合能力。,,False,0,False,0,1
393,,不限 ,综合管理,二年,硕士,硕士研究生及以上,394,1,虹口区,具有两年以上基层工作经历的人员,中共党员,政协办公室,2010394,秘书科一级科员,从事机关公共事务和内部事务协调管理、文字信息、文件传阅、印章管理、保密机要文件、会议会务、督促督办等综合性工作。,"具有较强的专业理论功底,有较强的文字水平、沟通协调能力和调研分析能力。",本职位需经常加班。有政协相关工作经验者优先。 ,False,0,False,0,1
394,不限 ,不限 ,综合管理,二年,学士,本科及以上,395,3,虹口区,具有两年以上基层工作经历的人员,中共党员,嘉兴路街道,2010395,社区党建办公室一级科员,从事社区党的建设工作，落实基层党建工作责任制，推进区域化党建和“两新”组织党建、居民区党组织建设及党员的教育、管理和发展工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，熟悉居民区基层党务工作，具有相关工作经历者优先，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,,False,0,False,0,3
395,不限 ,不限 ,综合管理,二年,学士,本科及以上,396,2,虹口区,具有两年以上基层工作经历的人员,不限,嘉兴路街道,2010396,社区自治办公室一级科员,从事指导基层自治和居民区建设工作，落实指导居委会建设和居民小区建设、指导服务社区各类组织、培育和发展社会组织、指导协调业委会组建换届和物业管理的工作。,具有较好的政策理论水平和法律知识，具备较强的群众工作能力，具有应对突发事件和处理复杂问题的能力，具有较强的调研与语言文字能力，具有较强的组织计划与综合协调能力。,了解社区工作，具有相关工作经历者优先。 ,False,0,False,0,2
